0,0,0.0,0.0,0,0
1,1,25.0,12.5,2922332160,5472600064
2,2,25.0,0.0,2921623552,5473308672
0,3,25.0,25.0,2921107456,5473824768
1,4,25.0,25.0,2915930112,5479002112
2,5,25.0,14.3,2915536896,5479395328
0,6,25.0,12.5,2912935936,5481996288
1,7,25.0,12.5,2912714752,5482217472
2,8,25.0,11.1,2912276480,5482655744
0,9,25.0,16.7,2913800192,5481132032
1,10,25.0,14.3,2919424000,5475508224
2,11,25.0,0.0,2915602432,5479329792
0,12,25.0,12.5,2912903168,5482029056
1,13,25.0,30.0,2911481856,5483450368
2,14,25.0,12.5,2911256576,5483675648
0,15,25.0,16.7,2910527488,5484404736
1,16,25.0,12.5,2910638080,5484294144
2,17,25.0,0.0,2909638656,5485293568
0,18,25.0,12.5,2910212096,5484720128
1,19,25.0,14.3,2909995008,5484937216
2,20,25.0,12.5,2907869184,5487063040
0,21,25.0,28.6,2906386432,5488545792
1,22,25.0,16.7,2907688960,5487243264
2,23,25.0,0.0,2908397568,5486534656
0,24,25.0,30.0,2908762112,5486170112
1,25,25.0,44.4,2906931200,5488001024
2,26,25.0,25.0,2906120192,5488812032
0,27,25.0,25.0,2905960448,5488971776
1,28,25.0,28.6,2905706496,5489225728
2,29,25.0,14.3,2905821184,5489111040
0,30,25.0,16.7,2905722880,5489209344
1,31,25.0,12.5,2901110784,5493821440
2,32,25.0,0.0,2901741568,5493190656
0,33,25.0,12.5,2901135360,5493796864
1,34,25.0,16.7,2900791296,5494140928
2,35,25.0,25.0,2899910656,5495021568
0,36,25.0,12.5,2899644416,5495287808
1,37,25.0,16.7,2897907712,5497024512
2,38,25.0,60.0,2899636224,5495296000
0,39,25.0,14.3,2898669568,5496262656
1,40,25.0,0.0,2898038784,5496893440
2,41,25.0,14.3,2896498688,5498433536
0,42,25.0,11.1,2896400384,5498531840
1,43,25.0,0.0,2896379904,5498552320
2,44,25.0,25.0,2894180352,5500751872
0,45,25.0,12.5,2893996032,5500936192
1,46,25.0,25.0,2893713408,5501218816
2,47,25.0,14.3,2893529088,5501403136
0,48,25.0,14.3,2893348864,5501583360
1,49,25.0,12.5,2894266368,5500665856
2,50,25.0,12.5,2898870272,5496061952
0,51,25.0,12.5,2898956288,5495975936
1,52,25.0,12.5,2898587648,5496344576
2,53,25.0,25.0,2898624512,5496307712
0,54,25.0,14.3,2897473536,5497458688
1,55,25.0,22.2,2897100800,5497831424
2,56,25.0,16.7,2897072128,5497860096
0,57,25.0,14.3,2897260544,5497671680
1,58,25.0,14.3,2897625088,5497307136
2,59,25.0,14.3,2897244160,5497688064
0,60,25.0,22.2,2895192064,5499740160
1,61,25.0,25.0,2894352384,5500579840
2,62,25.0,14.3,2892529664,5502402560
0,63,25.0,16.7,2893029376,5501902848
1,64,25.0,16.7,2892165120,5502767104
2,65,25.0,14.3,2891517952,5503414272
0,66,25.0,37.5,2891456512,5503475712
1,67,25.0,66.7,2885791744,5509140480
2,68,25.0,22.2,2885218304,5509713920
0,69,25.0,33.3,2885242880,5509689344
1,70,25.0,33.3,2881298432,5513633792
2,71,25.0,33.3,2881937408,5512994816
0,72,25.0,12.5,2881613824,5513318400
1,73,25.0,0.0,2873221120,5521711104
2,74,25.0,12.5,2873561088,5521371136
0,75,25.0,28.6,2870018048,5524914176
1,76,25.0,14.3,2869579776,5525352448
2,77,25.0,14.3,2869383168,5525549056
0,78,25.0,11.1,2872356864,5522575360
1,79,25.0,25.0,2873323520,5521608704
2,80,25.0,12.5,2873217024,5521715200
0,81,25.0,14.3,2873729024,5521203200
1,82,25.0,14.3,2873114624,5521817600
2,83,25.0,14.3,2870665216,5524267008
0,84,25.0,0.0,2871533568,5523398656
1,85,25.0,0.0,2871828480,5523103744
2,86,25.0,30.0,2868899840,5526032384
0,87,25.0,12.5,2868178944,5526753280
1,88,25.0,25.0,2868391936,5526540288
2,89,25.0,14.3,2867957760,5526974464
0,90,25.0,25.0,2867556352,5527375872
1,91,25.0,25.0,2865659904,5529272320
2,92,25.0,28.6,2866089984,5528842240
0,93,25.0,0.0,2865803264,5529128960
1,94,25.0,0.0,2863968256,5530963968
2,95,25.0,14.3,2863247360,5531684864
0,96,25.0,100.0,2863083520,5531848704
1,97,25.0,33.3,2862579712,5532352512
2,98,25.0,0.0,2862305280,5532626944
0,99,25.0,0.0,2861531136,5533401088
1,100,25.0,22.2,2861391872,5533540352
2,101,25.0,12.5,2861236224,5533696000
0,102,25.0,22.2,2859450368,5535481856
1,103,25.0,20.0,2859311104,5535621120
2,104,25.0,14.3,2860105728,5534826496
0,105,25.0,16.7,2859458560,5535473664
1,106,25.0,16.7,2859143168,5535789056
2,107,25.0,25.0,2856861696,5538070528
0,108,25.0,14.3,2856714240,5538217984
1,109,25.0,25.0,2856501248,5538430976
2,110,25.0,14.3,2856263680,5538668544
0,111,25.0,12.5,2855235584,5539696640
1,112,25.0,14.3,2855452672,5539479552
2,113,25.0,14.3,2853650432,5541281792
0,114,25.0,28.6,2852769792,5542162432
1,115,25.0,14.3,2849845248,5545086976
2,116,25.0,25.0,2850721792,5544210432
0,117,25.0,14.3,2854080512,5540851712
1,118,25.0,42.9,2851840000,5543092224
2,119,25.0,0.0,2850336768,5544595456
0,120,25.0,0.0,2845339648,5549592576
1,121,25.0,14.3,2845437952,5549494272
2,122,25.0,25.0,2845208576,5549723648
0,123,25.0,0.0,2846253056,5548679168
1,124,25.0,0.0,2846232576,5548699648
2,125,25.0,92.3,2845700096,5549232128
0,126,25.0,37.5,2841964544,5552967680
1,127,25.0,11.1,2850291712,5544640512
2,128,25.0,12.5,2847477760,5547454464
0,129,25.0,12.5,2846990336,5547941888
1,130,25.0,14.3,2849099776,5545832448
2,131,25.0,16.7,2846994432,5547937792
0,132,25.0,12.5,2846932992,5547999232
1,133,25.0,14.3,2847612928,5547319296
2,134,25.0,25.0,2847404032,5547528192
0,135,25.0,12.5,2847531008,5547401216
1,136,25.0,20.0,2851938304,5542993920
2,137,25.0,0.0,2864074752,5530857472
0,138,25.0,14.3,2864685056,5530247168
1,139,25.0,12.5,2863693824,5531238400
2,140,25.0,0.0,2863063040,5531869184
0,141,25.0,14.3,2861854720,5533077504
1,142,25.0,0.0,2861907968,5533024256
2,143,25.0,14.3,2861174784,5533757440
0,144,25.0,12.5,2860343296,5534588928
1,145,25.0,12.5,2860101632,5534830592
2,146,25.0,12.5,2860249088,5534683136
0,147,25.0,25.0,2859442176,5535490048
1,148,25.0,14.3,2859294720,5535637504
2,149,25.0,42.9,2860113920,5534818304
0,150,25.0,0.0,2859986944,5534945280
1,151,25.0,12.5,2859380736,5535551488
2,152,25.0,12.5,2856775680,5538156544
0,153,25.0,12.5,2856443904,5538488320
1,154,25.0,50.0,2855612416,5539319808
2,155,25.0,0.0,2854146048,5540786176
0,156,25.0,14.3,2853867520,5541064704
1,157,25.0,14.3,2851672064,5543260160
2,158,25.0,12.5,2829819904,5565112320
0,159,25.0,20.0,2829197312,5565734912
1,160,25.0,22.2,2826473472,5568458752
2,161,25.0,20.0,2826665984,5568266240
0,162,25.0,16.7,2824335360,5570596864
1,163,25.0,12.5,2825158656,5569773568
2,164,25.0,0.0,2804465664,5590466560
0,165,25.0,25.0,2846027776,5548904448
1,166,25.0,0.0,2823598080,5571334144
2,167,25.0,25.0,2822463488,5572468736
0,168,25.0,42.9,2820890624,5574041600
1,169,25.0,12.5,2820972544,5573959680
2,170,25.0,25.0,2819571712,5575360512
0,171,25.0,30.0,2819031040,5575901184
1,172,25.0,25.0,2800746496,5594185728
2,173,25.0,25.0,2797993984,5596938240
0,174,25.0,37.5,2797056000,5597876224
1,175,25.0,11.1,2796802048,5598130176
2,176,25.0,20.0,2840170496,5554761728
0,177,25.0,20.0,2839613440,5555318784
1,178,25.0,11.1,2837159936,5557772288
2,179,25.0,0.0,2790227968,5604704256
0,180,25.0,33.3,2784370688,5610561536
1,181,25.0,14.3,2780344320,5614587904
2,182,25.0,33.3,2721693696,5673238528
0,183,25.0,60.0,2700681216,5694251008
1,184,25.0,0.0,2771603456,5623328768
2,185,25.0,14.3,2772766720,5622165504
0,186,25.0,0.0,2753036288,5641895936
1,187,25.0,12.5,2752847872,5642084352
2,188,25.0,25.0,2752380928,5642551296
0,189,25.0,22.2,2746970112,5647962112
1,190,25.0,14.3,2764128256,5630803968
2,191,25.0,50.0,2761490432,5633441792
0,192,25.0,14.3,2762080256,5632851968
1,193,25.0,14.3,2757828608,5637103616
2,194,25.0,16.7,2766987264,5627944960
0,195,25.0,33.3,2743984128,5650948096
1,196,25.0,12.5,2742898688,5652033536
2,197,25.0,0.0,2741223424,5653708800
0,198,25.0,14.3,2740584448,5654347776
1,199,25.0,11.1,2742050816,5652881408
2,200,25.0,14.3,2747944960,5646987264
0,201,25.0,33.3,2759684096,5635248128
1,202,25.0,22.2,2759331840,5635600384
2,203,25.0,25.0,2759176192,5635756032
0,204,25.0,28.6,2759258112,5635674112
1,205,25.0,25.0,2758758400,5636173824
2,206,25.0,20.0,2758729728,5636202496
0,207,25.0,14.3,2757799936,5637132288
1,208,25.0,14.3,2757984256,5636947968
2,209,25.0,14.3,2758070272,5636861952
